,x,y,z
399,5455.716896377142,-1482.2637598605713,-4678.473320268927
400,5455.716896377142,-1482.2637598605713,-4678.473320268927
401,-4776.719937801444,1126.798115616919,5546.633382412162
402,-1119.1262071345493,5415.205788783528,4160.595685655911
403,-4776.719937801444,1126.798115616919,5546.633382412162
404,-1119.1262071345493,5415.205788783528,4160.595685655911
405,38846.78118714306,-16599.88953555659,-4984.416438434059
406,5556.688506154013,41796.253647576115,-26.445068642777365
407,38846.78118714306,-16599.88953555659,-4984.416438434059
408,-250.05752275808317,6691.313280452319,1731.7541021085292
409,-6472.702939650236,-2635.951915280724,1623.3546610444184
410,-3136.3389381699744,-4461.416161587677,4257.915984843839
411,1400.4436621609243,5284.2573339773235,4241.713283687073
412,1400.4436621609243,5284.2573339773235,4241.713283687073
413,-1756.5214246728535,6385.433979014567,1991.9799683912047
414,4821.953014506391,41776.70804882623,783.3759815304617
415,-5972.9527742076625,2799.571032892446,2077.135769189373
416,-1676.2350000963343,5412.929336152135,4510.323903319648
417,-1676.2350000963343,5412.929336152135,4510.323903319648
418,-2573.6030869557308,-5701.014924976867,-3368.9472787503046
419,-2573.6030869557308,-5701.014924976867,-3368.9472787503046
420,2124.090064673141,2196.91822547424,6677.352062577653
421,4632.7507361429925,-2788.943437568753,4316.903211881591
422,6457.7326507924945,-1189.350838795725,-2340.144230158257
423,359.25000977422303,-5121.163322443735,-5168.746148106267
424,-2455.3493137889495,551.9695369016348,-6298.086078040576
425,-3075.351096006386,5753.315967824011,2295.2434913095153
426,-3075.351096006386,5753.315967824011,2295.2434913095153
427,6849.2401061962055,2002.6877399404557,985.8353369395081
428,171.03682390304,6537.997242619122,2247.115585110445
429,4734.4802305174,-1546.6890786338774,-5036.268173626238
430,-3987.7712321304016,-3402.813303227938,4514.621444352846
431,327.7323282374887,-5067.61498485227,4718.722338783166
432,-2058.2312533083773,-6125.392498311968,2462.087275715297
433,-217.92548004413314,6463.471493954679,2448.463225155679
434,-66.6957182719796,6571.340957107901,1470.2949445506626
435,-3789.333157744851,3835.400880881945,-4604.609995869701
436,1541.6290838206837,4868.963310493513,4667.2921807885405
437,-1518.2106619067392,1699.928660614761,-6711.465862134837
438,2640.423800197342,-6198.048907318893,2600.5536481540985
439,2640.423800197342,-6198.048907318893,2600.5536481540985
440,2357.185267993371,-6154.463406014171,2499.8723724822303
441,3860.7681789719386,-3514.3232566991046,5901.3577142115555
442,6212.227163658464,-1577.1356887825793,2594.1385723338135
443,-1715.9332571277134,6165.053558396861,2618.384082792571
444,716.3118126200033,-4309.051315241197,-5433.743985875175
445,450.6166228523631,4978.786197607493,4782.480658446012
446,450.6166228523631,4978.786197607493,4782.480658446012
447,-8326.09050017728,-7535.405558020173,-5444.906179330867
448,-8326.09050017728,-7535.405558020173,-5444.906179330867
449,2805.251721830329,-4226.309668798821,8154.546777929862
450,2805.251721830329,-4226.309668798821,8154.546777929862
451,6320.073168131867,169.98356227332556,3441.3433823689957
452,3806.5258321418883,25870.04620181478,-747.9517997184978
453,3806.5258321418883,25870.04620181478,-747.9517997184978
454,6262.056855735728,-223.15079802028845,2923.2690708865125
455,-1901.468049529373,2046.9806709494558,-6611.333399928928
456,-3923.98655300899,-2860.5922884685046,4927.478444172196
457,4038.4183558381587,-2704.3002344880156,4923.556774032947
458,-7282.608704499569,1260.5097473479098,-154.65605195123933
459,-7282.608704499569,1260.5097473479098,-154.65605195123933
460,-4796.397501530865,-1940.3065523673026,5381.624012260457
461,-22820.861247259232,35833.04900437344,2114.7804773439425
462,-184.1739381365661,6196.632977430698,3060.8888464056067
463,3147.413288541796,-3673.9699969077315,4944.754713425193
464,1748.8606999093538,4431.482445105196,5016.268445869893
465,2926.111940078599,-3401.390640911534,5266.215121246016
466,5845.499690777001,-1637.1086754958828,3309.366747107485
467,2392.2096558860762,-5236.54090875308,4367.661846151469
468,-1039.3341805964465,-5103.266241350583,4573.8843706224525
469,-4371.824474298028,-1520.6082316327404,5140.808745763796
470,3629.445446732025,-2948.2588410297303,5097.688355945106
471,870.2314130412997,1096.677477011732,7056.453185348843
472,-1996.4317824343311,3961.1662943980364,-5563.269400819857
473,12160.760336676607,8861.012061966967,7689.741998396869
474,-3874.1815390172915,-2387.7387360252096,5209.076938483639
475,467.32682470201365,-3358.810366267498,6095.040856355276
476,2489.3093796109792,-6760.046338341495,266.0329776852996
477,512.4320177826011,-1428.7949690989726,-6463.966695372748
478,28505.78964038611,14346.903074424867,4301.156914054148
479,28505.78964038611,14346.903074424867,4301.156914054148
480,5514.184925367459,-1966.9849814761994,3676.495551462336
481,-896.2256593846658,5211.6633491374905,5734.948370239616
482,163.10206575955996,501.9912609213408,-7098.806357837391
483,163.10206575955996,501.9912609213408,-7098.806357837391
484,-1463.9211581590441,4944.668586335159,4971.58649448463
485,-4563.033164213135,3120.7053095821916,-4124.772156606486
486,-4563.033164213135,3120.7053095821916,-4124.772156606486
487,918.5679347120638,-1709.5035293434184,-6703.884901003002
488,2002.4910762389595,4003.7322459599022,5273.543353403598
489,2752.166246965551,-3646.434991616184,5193.693989315383
490,2002.4910762389595,4003.7322459599022,5273.543353403598
491,-3322.052710617843,3101.090664225826,-5073.774255160746
